belongs_to_collection,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,keywords,cast,crew,ratings
,"35,18",,124091,tt1887785,en,La leggenda di Kaspar Hauser,Arriving on a deserted beach in the Mediterranean sea in a time and a place unspecified Kaspar Hauser is forced to confront the evil of a Grand Duchess who feels threatened by the power she exercises over the community,1.031736,KCdp6x7Rlu8S3m2yrkboIzU1sxjpg,1791,iso31661 IT,2012-01-30,95.0,"en,it,fr",Released,,The Legend of Kaspar Hauser,6.9,10.0,,124091,124091,40.0
,99,,124101,tt0105268,en,Rock Hudsons Home Movies,Documentary about the career and eventual death from AIDS of actor Rock Hudson,0.000809,or7td45C5BdAdmygl6GelyhUPLvjpg,,,1992-09-12,63.0,,Released,,Rock Hudsons Home Movies,5.0,1.0,,124101,124101,15.0
,"12,10751,28,878,35",,124111,tt0272606,en,Jett Jackson The Movie,Jett Jackson who is the star of Silverstone is considering quitting Silverstone when it is given a three year extension During the filming of the last episode Jett is accidently sucked into Silverstones world when a prop malfunctions Silverstone is zapped into Jetts world as well In Silverstones world Jett has to save the world from Dr Kraggs evil plans,1.244915,p0xNd2TkuD1UwT5vWAgNrFjdN1kjpg,"3213,s id 57274,57275",iso31661 CA,2001-06-08,100.0,en,Released,All the rules have changed,Jett Jackson The Movie,4.2,3.0,"10988,13130,162262,177035,213102",124111,124111,5.0
,"28,80",,124157,tt2330866,ko,,A gang of South Korean thieves team up with a Hong Kong crew to steal a diamond necklace from a heavilyguarded casino safe in Macau As the cops close in old betrayals  and misunderstandings  resurface,3.863016,aT77w3vgw0A1DfkCUdgzwK2UT4pjpg,3491,iso31661 KR,2012-07-25,135.0,"ko,cn,en,zh",Released,All For The Money One For The Revenge Every Man For Himself,The Thieves,6.7,76.0,"159339,159343,159747,170212,184188",124157,124157,15.0
,,,124217,tt2184211,sv,Isdraken,An adventure about Mick aged 11 and his quest for a new home Mick runs away on an ice dragon owns a cat factory befriends brothers Bengt and Bertil falls in love for the first time and eventually finds his way home,0.607721,tDbfrMBpr6GL1yXOKLb7tXRDdefjpg,,,2012-02-24,80.0,,Released,,The Ice Dragon,7.0,1.0,,124217,124217,31.666666666666668
,"18,16",httpwwwthemakerfilmcom,124277,tt1969151,en,The Maker,A strange creature races against time to make the most important and beautiful creation of his life,1.675201,rZsd4lMT09pFN7yxygCYhRBs2Pxjpg,14747,iso31661 AU,2011-06-01,6.0,en,Released,Life is what you make it,The Maker,7.9,38.0,,124277,124277,34.0
,"28,18,10749",httpwwwr2b2012cokr,124294,tt2253742,ko,,After he performs a dangerous daredevil stunt at an air show South Korean Air Force pilot Taehun is kicked out of the elite Black Eagles flying team and transferred to a combat unit where he immediately comes into conflict with ace pilot Cheolhui He makes friends with the other pilots in the unit and falls in love with the beautiful Seyoung who is in charge of maintenance but his antics soon cause the entire unit to be suspended from duty When a North Korean MIG fighter threatens the group is called back into a gripping dogfight that leaves one comrade dead and another missing Cheolhui and Taehun join forces to rescue their missing friend and prevent a catastrophic war,2.634185,3Q3PDsxnvh5I3XqgTnAnwdB7uRvjpg,7036,iso31661 KR,2012-08-14,113.0,ko,Released,,R2B Return to Base,5.8,27.0,"2533,10399,198245,198246",124294,124294,30.0
,35,,124298,tt0125319,en,Kitchen Party,A group of teenagers come together to indulge in that great Canadian pastime the houseparty and find themselves literally confined to the kitchen trapped by an extraordinary well manicured carpet in the living room Elsewhere the parents of these kids have a dinner party of their own where suburban pretense slowly melts away exposing childish obsessions,0.29947,oIB4yjjuXhic2YilPz9yxvBEZotjpg,,,1997-09-08,82.0,,Released,,Kitchen Party,0.0,0.0,,124298,124298,21.25
,"10749,18",,124304,tt0106678,en,De eso no se habla,Leonor a widow in a small South American town gives birth to Charlotte a dwarf The mother not only provides a rich childhood for her daughter she erases any clues her daughter might see that would lead her to think she is different mother burns books such as Snow White and destroys lawn statues of gnomes In short she doesnt want to talk about it The mother succeeds in creating a modernday Rapunzel Charlotte becomes an accomplished young woman who captures the heart of Ludovico But then the circus comes to town,1.213481,ltxbdG9KuSZbAaunQeCGhPPCvRHjpg,"37352,37353,37354",iso31661 IT,1993-05-20,106.0,,Released,,I Dont Want to Talk About It,6.0,1.0,"604,1415,4129,10596,187056",124304,124304,32.0
,,,124306,tt0106810,en,En compagnie dAntonin Artaud,May 1946 in Paris young poet Jacques Prevel meets Antonin Artaud the actor artist and writer just released from a mental asylum Over ten months we follow the mad Artaud from his cruel coaching of an actress in his theatre of cruelty to his semifriendship with Prevel who buys him drugs and hangs on his every word Meanwhile Prevel divides his time between Jany his blond young drughazed mistress and Rolande his darkhaired longsuffering wife who has a child during this time Cruelty neglect poverty egoism madness and the pursuit of art mix on the Left Bank,0.000308,4KhSvrn9FPxQdyYShLAK6MwRKu3jpg,,,1993-01-01,90.0,,Released,,My Life and Times With Antonin Artaud,8.0,1.0,,124306,124306,25.0
,"10402,18,35",httppdlwarnerbroscomwboldemovies8mileshighfla,1244,tt0764639,de,Das wilde Leben,Achim Bornhaks movie focuses on the restless life of Uschi Obermaier the icon of the 1968 movement in Germany and groupie At the age of 16 Uschi is bored by her job in a photo lab but soon becomes the it girl of Munichs club scene When she gets to know Rainer Langhans they move to Berlin and live in Kommune 1 the first politicallymotivated commune in Germany While the other occupants claim she isnt political enough Uschi just wants to have fun works as fashion model and leads international music stars in temptation,0.851733,b2GT0in1R0GU3a34CN4YFztJh4Xjpg,424,iso31661 DE,2007-02-01,114.0,de,Released,,Eight Miles High,6.9,8.0,"460,738,2020,2316,2426,2943,5246,5288,5435,5438,33785,164713,167667",1244,1244,40.29441217704787
,99,,124414,tt0171587,sk,Obrazy starho sveta,A visual essay on the forgotten parts of Eastern Europe The outskirts here are a Slovakian town in the Tatra Mountains Though censored for 17 years Dusan Hanks poetic visual essay is not a political or even social film It goes to far deeper and more fundamental levels of human experience Inspired by the photographs of Martin Martinek the films power lies in its unusual portraits of people whose raw visual beauty radiates from their very souls,0.008267,scneUG3LtiloNF3a5ogS549nYHVjpg,"12514,18370",iso31661 SK,1972-01-01,64.0,sk,Released,,Pictures of the Old World,7.8,6.0,10938,124414,124414,10.0
,27,,124470,tt1988621,en,Exists,A group of friends who venture into the remote Texas woods for a party weekend find themselves stalked by Bigfoot,5.364259,irS26JDSGKEMFeTCcVY6YPJvvofjpg,"15160,30023,46240",iso31661 US,2014-03-17,86.0,en,Released,The legend is real So is the terror,Exists,4.8,87.0,"2597,13031,163053",124470,124470,35.0
,,,124472,tt0109934,en,A Great Day in Harlem,Art Kane now deceased coordinated a group photograph of all the top jazz musicians in NYC in the year 1958 for a piece in Esquire magazine Just about every jazz musician at the time showed up for the photo shoot which took place in front of a brownstone near the 125th street station The documentary compiles interviews of many of the musicians in the photograph to talk about the day of the photograph and it shows film footage taken that day by Milt Hinton and his wife,0.076352,nQ0fed0gt6tpFg0keN16DxutRFjjpg,,,1994-09-27,60.0,,Released,,A Great Day in Harlem,7.0,2.0,187056,124472,124472,27.5
,"18,10749",,1245,tt0107943,en,The Remains of the Day,A rule bound head butlers world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in postWWI Britain The possibility of romance and his masters cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude,12.222576,gvu4zaF0KeIRoZ5fVABQH3Wug3rjpg,"5,2370",iso31661 GB,1993-11-05,134.0,en,Released,Diamond in the Rough,The Remains of the Day,7.5,213.0,"918,1307,1655,1797,2382,2652,11508,14905,17997,33360",1245,1245,39.60110240789092
,"18,14",,124517,tt0229367,ja,motion,Experimental short film depicting the life perhaps real perhaps a dream of a young girl named Emi Emi travels to the city where she encounters her counterpart Sari and falls in love witha vampire,0.300704,hPIUZaz4vtwPRWCDzjNJ2tQanl6jpg,,iso31661 JP,1966-01-01,40.0,"en,fr,ja",Released,,Emotion,6.6,8.0,"10683,15216,234720",124517,124517,30.0
,"80,18,53",,124521,tt0045331,en,Dead on Course,A former pilot suffering from blackouts discovers that a fellow flyer is suspected of being mixed up with a web of smugglers  While searching for his missing buddy he unwittingly becomes entangled in a morass of suspicion,0.732315,iOgF62CApzkmSqohvs0Wc6Z6fr1jpg,"1314,5681",iso31661 GB,1952-04-01,73.0,en,Released,COUNTERFEIT CARGO a fortune in loota fabulous womana sinister fugitive,Dead on Course,5.3,2.0,"2583,3203",124521,124521,26.25
,"80,18",,124527,tt0046784,en,Face the Music,A famed trumpet player is suspected of murdering a blues singer Using only two minor clues he narrows the suspects to four people but only after surviving poison placed on the mouthpiece of his trumpet,0.165241,tSUwGZwG8B5YGjiONfqMU7yO3dxjpg,1314,iso31661 GB,1954-01-29,84.0,en,Released,Excitement Thrills Suspense will grip you like never before,Face the Music,6.3,3.0,"212,198688",124527,124527,20.0
,"28,53",,124581,tt0290014,en,Outside the Law,Secret agent Julie Cosgrove is walking into her most dangerous mission yet,0.308842,z2UnS9SOyZxPLYWrOq3b9LbaWBAjpg,,iso31661 US,2002-06-25,90.0,en,Released,,Outside the Law,3.1,6.0,,124581,124581,10.0
id 1575 name Rocky Collection posterpath mCY5dMkSSFQufGCViI6jNUU6pXqjpg backdroppath w4h6gjdWPvmu5R9H6zeGDPo1ZuVjpg,18,httpwwwrockycom,1246,tt0479143,en,Rocky Balboa,When he loses a highly publicized virtual boxing match to exchamp Rocky Balboa reigning heavyweight titleholder Mason Dixon retaliates by challenging Rocky to a nationally televised 10round exhibition bout To the surprise of his son and friends Rocky agrees to come out of retirement and face an opponent whos faster stronger and thirty years his junior,11.697604,usZMPGxyRsyOpX5nuqHFxH3qlMhjpg,"5,497,696,8411",iso31661 US,2006-12-20,102.0,"en,es",Released,It aint over til its over,Rocky Balboa,6.5,858.0,"276,396,1721,2038,2416,2792,2968,3393,3586,4487,4610,4613,5167,5378,5379,5380,6066,6067,10163,155464",1246,1246,39.128028890959925
,18,,124619,tt0113695,en,Lotto Land,This film tells two interwoven stories of two singleparent families in a poor raciallymixed neighborhood in Brooklyn The first story is about a young black man with aspirations of getting away from his friends who are involved in drugs who falls in love with a latino girl who is heading off to college on a full scholarship The second is about their parents she works in the neighborhood liquor store he works for the phone company The story takes place against the backdrop of a winning lottery ticket worth 27 million being sold to someone in the neighborhood from the liquor store,0.042365,rOaGqpWX3G5xX9mZNt2v23gvxscjpg,,,1995-06-01,87.0,,Released,,Lotto Land,7.0,1.0,,124619,124619,5.0
,99,httpiknowthatvoicecom,124623,tt2113683,en,I Know That Voice,A documentary about voiceover actors,6.715162,y5aSllFoF11fVu945IUZtR4h37ljpg,"6802,14920,14922",,2013-11-06,90.0,en,Released,A documentary that puts a face to the voices we all know and love,I Know That Voice,7.0,43.0,"159431,192185",124623,124623,30.0
,18,,124625,tt0117117,de,My Mothers Courage,The deportation of 4000 Jews from Budapest to Auschwitz in July 1944 as told by George Tabori and how the narrators mother escaped it owing to coincidence courage and some help from where youd least expect it,0.622885,xxhP6gUVA6lcHuv0CpOyRixnuPYjpg,,iso31661 GB,1995-09-12,93.0,"en,de",Released,,My Mothers Courage,0.0,0.0,,124625,124625,5.0
,18,,124633,tt0114494,sr,Tua Amerika,This tale takes place in a bar The Spanish Alonso and his blind mother run this place Bay who is Alonsos friend live here too This story tells something about Alonso and Bay and the American Dream,0.099602,t1L4Bd3Sm6xod39cPJKZLkt9t00jpg,"393,5358,5983,16975,18188,30226,86296",iso31661 RS,1995-09-09,96.0,"en,sr",Released,Two friends two worlds one dream,Someone Elses America,0.0,0.0,"449,1900,2355,7492",124633,124633,30.0
,,,124639,tt0114618,en,Target,A subtle yet violent commentary on feudal lords,0.001205,z0ezqAFMeGYd5mLEWaN8jC9eczFjpg,,,1995-08-01,122.0,,Released,,Target,0.0,0.0,,124639,124639,25.0
,"10752,18",,124645,tt0117999,en,Two Deaths,A tale of power passion and obsession set in a politically torn Eastern European country,0.145092,xCiAkpnjO01d4RzIFmQgoDOkX1Vjpg,3324,iso31661 GB,1995-09-10,102.0,en,Released,Obsesssion Can Be Murder,Two Deaths,7.0,2.0,,124645,124645,22.5
,"18,53,36",httpwwwthegoodshepherdmoviecom,1247,tt0343737,en,The Good Shepherd,Edward Wilson the only witness to his fathers suicide and member of the Skull and Bones Society while a student at Yale is a morally upright young man who values honor and discretion qualities that help him to be recruited for a career in the newly founded OSS His dedication to his work does not come without a price though leading him to sacrifice his ideals and eventually his family,11.057536,s2RYkRXrjUIyOlmzym37kpLTKRzjpg,"33,70,10210",iso31661 US,2006-12-11,167.0,"en,ru,es,de",Released,The untold story of the most powerful covert agency in the world,The Good Shepherd,6.3,342.0,"212,220,279,470,591,701,1157,1310,1571,2106,2521,2982,3278,3321,4183,4278,5459,18035,208349",1247,1247,40.423703482289646
id 9743 name The Hannibal Lecter Anthology posterpath aRbyr3KsdmIczGh6VrlvlgQdwMQjpg backdroppath npCbvak9UhjPsZB9Oa2k2jsqI7Ejpg,"80,18,53",httphannibalrisingcom,1248,tt0367959,en,Hannibal Rising,The story of the early murderous roots of the cannibalistic killer Hannibal Lecter  from his hardscrabble Lithuanian childhood where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves through his sojourn in France where as a med student he hones his appetite for the kill,2.159558,k1QRG9qZzuuJe4JTTpe4jlnQ5ttjpg,"289,2979,6370,10308,16923,20394,20395",iso31661 GB,2007-02-06,121.0,"en,de,ru",Released,It started with revenge,Hannibal Rising,6.0,666.0,"1442,6259,8087,10714",1248,1248,41.572417772648585
